count,dataset,session,movie,location,y_coordinate,x_coordinate,Resp_u,Resp_v,GT_u,GT_v
607,3,7,1,7,190,330,2.9888347786764,-0.928216141226844,-2.192451477,2.284347057
608,3,7,1,8,262,368,-0.100822782431973,-1.02136591961143,15.19336891,-8.749284744
609,3,7,1,9,166,385,-1.39263528720075,-4.10981517265285,0.838329375,15.46570301
610,3,7,1,10,136,404,0.788358903410922,-5.13972656820214,8.216347694,0.725258768
611,3,7,2,1,233,181,-1.01168492337108,1.81925956190867,1.243552923,0.249274015
612,3,7,2,2,211,323,3.7629832321778,4.35333116162117,-0.602910697,14.43505383
613,3,7,2,3,256,333,2.8062774453183,2.23325471452511,6.835234642,5.498824596
614,3,7,2,4,215,346,4.37484165417112,4.07363774211684,3.19243288,13.53210258
615,3,7,2,5,180,353,4.69111605116864,4.66717624755019,0.042791713,15.22561455
616,3,7,2,6,147,404,-4.69136221251996,-1.08191390391094,-5.909922123,-1.720790505
617,3,7,2,7,171,493,5.7550285215194,-1.25465769673628,3.686431408,-0.467505336
618,3,7,2,8,268,650,-6.36381174702568,-1.39939289194746,-2.330156326,-1.690468311
619,3,7,2,9,127,698,6.61780639232175,-1.55886145931086,4.116710186,-1.020025969
620,3,7,2,10,276,810,-7.83019159558373,-4.12131619177969,-2.731945992,-2.487287283
621,3,8,1,1,177,107,0.232748541621154,-1.15771336082563,-6.7658391,0.620165825
622,3,8,1,2,256,194,-0.163161312541703,-1.60601710827558,-18.24179459,-5.131904602
623,3,8,1,3,169,199,0.517127441780786,-2.93615059211013,15.84530449,-4.100971222
624,3,8,1,4,231,200,0.267430357702314,-3.20463659522284,-6.295551777,-5.11224699
625,3,8,1,5,336,216,-3.7983732533978,-2.58234040599198,-16.7352562,3.719165802
626,3,8,1,6,87,419,-0.583144179597554,0.241393911073108,-4.712945461,2.690849781
627,3,8,1,7,239,520,0.155057092138733,-1.06500004077744,-2.239683151,-2.46303606
628,3,8,1,8,241,643,3.39998070614722,-4.61718396443352,0.559506178,15.87735367
629,3,8,1,9,218,671,-0.220043348268749,-8.34405472901876,-0.891113579,-12.51825237
630,3,8,1,10,211,771,7.06079422103845,0.792918550453736,13.55936527,10.64118862
631,3,8,2,1,319,82,-5.04630066759187,0.444997454949339,2.011809349,-1.148410439
632,3,8,2,2,178,173,-7.57964271329714,1.65888648307908,-12.34458542,-3.838246346
633,3,8,2,3,248,196,-6.03813726414897,0.732056256269496,-11.00071621,-4.560662746
634,3,8,2,4,349,238,0.108737849108259,6.00233401325465,16.0236969,0.451865047
635,3,8,2,5,187,646,2.26911703697497,8.00188403022208,6.453007221,11.48949909
636,3,8,2,6,188,685,2.05881164113248,7.58340278831686,2.654497385,-16.94252586
637,3,8,2,7,259,744,-1.51311417445073,-2.17989137196712,2.678156853,-10.43719769
638,3,8,2,8,234,809,-0.258719515723982,3.8036427240451,-2.694495201,-19.13534737
639,3,8,2,9,220,848,1.82941860811505,3.20184467702731,-6.952321053,-11.42078018
640,3,8,2,10,236,890,2.74414822668884,2.65615356740535,-0.975689709,14.91564083
641,3,9,1,1,221,81,11.0300753716886,2.97810805913035,10.17043018,-9.323372841
642,3,9,1,2,264,241,3.47698585448901,-0.300534937015166,-2.97695899,-1.467420816
643,3,9,1,3,321,254,1.92662827367628,2.03048806694671,12.17621326,-13.39008999
644,3,9,1,4,231,260,3.51612578184054,-0.482532318881298,-1.77705276,-4.954810143
645,3,9,1,5,273,264,4.30930962950186,-0.820096616474168,1.051848292,-4.061605453
646,3,9,1,6,202,272,2.748625884044,-0.432147291114799,-3.812418461,-4.255525589
647,3,9,1,7,364,294,-0.588115910753851,2.10797561556423,19.92713737,-0.004233941
648,3,9,1,8,172,432,4.61107087086951,0.652088962068708,2.630883932,-0.095143542
649,3,9,1,9,144,549,-6.31377427726529,-2.49273552360188,-10.16427994,-3.556415558
650,3,9,1,10,278,561,-7.12758930568453,-2.59147226848473,-10.59293175,-3.263482809
651,3,9,2,1,187,84,-9.34085716152587,-1.16790033757268,-15.22702408,-7.874065399
652,3,9,2,2,249,543,-1.3593770681806,4.12340731523782,-9.745439529,-12.05066967
653,3,9,2,3,113,587,1.02100028029238,-1.72657262122084,2.323380709,14.4652729
654,3,9,2,4,227,596,-2.97289831976297,1.81719099368986,-7.54786396,6.995116711
655,3,9,2,5,292,622,-5.02008366311784,0.134796959356312,-15.61633682,-7.349018574
656,3,9,2,6,191,628,-2.83102466535844,-1.10197749942829,9.750823975,-6.405323505
657,3,9,2,7,265,645,-8.17292896874007,2.37312503817498,0.582152128,-13.42067814
658,3,9,2,8,223,648,-2.33813092834253,2.46812660232982,-14.09883022,-8.041446686
659,3,9,2,9,355,670,-6.42031598521141,-1.55088318718606,-12.65607262,-10.53093624
660,3,9,2,10,262,704,-6.10241643959618,2.51256741280613,-3.762552738,-14.51858902
661,3,10,1,1,338,262,3.73080053984083,5.795478452975,-7.191044807,10.16153145
662,3,10,1,2,254,273,4.17873596049564,4.88411479012602,-1.383795977,-10.8865881
663,3,10,1,3,358,329,4.37651016282228,2.68673040516254,-2.35012579,-15.88594151
664,3,10,1,4,270,339,4.67785661668803,3.88454657941463,-4.070493221,-8.810416222
665,3,10,1,5,276,395,3.75990935107782,5.87216202408051,-7.079325676,-14.12492657
666,3,10,1,6,228,448,1.82937253551997,3.43653569733367,-0.690520763,-13.96638775
667,3,10,1,7,348,450,2.42458070159272,3.25024320367967,10.48940754,2.833238363
668,3,10,1,8,336,536,3.48572221878316,2.31189277033415,11.30035114,-1.763755083
669,3,10,1,9,258,575,1.78195936592942,1.94010946163356,-7.325426102,-12.59999752
670,3,10,1,10,365,664,0.402117539903077,3.09912176397754,-12.14928055,-10.79593182
671,3,10,2,1,187,118,-0.116371090792856,3.78057298571529,0.266146332,4.807919025
672,3,10,2,2,291,181,-0.408709439589736,3.04812732798182,-1.386861205,-5.318594933
673,3,10,2,3,221,192,0.224613941617206,3.8346708604701,-4.899760723,-7.582634449
674,3,10,2,4,270,396,-2.22245648029245,0.343663915451967,-1.38812995,-4.548909187
675,3,10,2,5,94,434,4.96679275035025,0.751932011376759,-1.856601357,11.45213413
676,3,10,2,6,263,458,6.90188624724337,-5.5937823801527,14.72753143,7.993207455
677,3,10,2,7,144,459,7.47149966293819,-3.99340501123686,8.854673386,11.95682907
678,3,10,2,8,227,480,7.46174960743588,-4.97208506800887,9.994239807,2.894873619
679,3,10,2,9,265,540,8.74891255029142,-6.18157406258198,10.99280643,-5.786599159
680,3,10,2,10,318,614,8.55284670614867,-7.45866779983243,14.05048847,-1.636435986
681,3,11,1,1,282,379,-5.06745218418021,-4.94909205076395,1.500213146,-3.633158207
682,3,11,1,2,215,400,-4.66984043168918,-6.30005306460531,1.198676109,-5.429821014
683,3,11,1,3,343,454,-2.98707409397133,-6.95734626807558,0.185006827,-14.53729534
684,3,11,1,4,344,528,-1.43236299631464,-6.67887299587301,14.82952404,-1.974594474
685,3,11,1,5,375,534,-2.06496874487346,-10.1316832318637,19.97791672,-0.037519388
686,3,11,1,6,200,585,-2.00668109286078,-7.29098831664457,-9.632414818,-3.229511499
687,3,11,1,7,204,647,-0.168254023968473,-4.62883712310528,17.81685257,7.141815662
688,3,11,1,8,95,889,-1.19408482269111,-0.773612621873147,-18.69033813,-5.645878315
689,3,11,1,9,333,941,-2.83841832476481,-1.30104617500923,-16.98198891,-9.541214943
690,3,11,1,10,121,947,-1.22417806384591,-0.350924303930061,-15.45910454,4.262286663
691,3,11,2,1,305,224,9.45508496017367,-4.71861493227971,9.356795311,-6.759833813
692,3,11,2,2,132,243,10.4506167650197,-4.78259652480178,13.17809296,-4.62401104
693,3,11,2,3,208,249,10.4334660201267,-3.90926572944198,-8.867465019,-17.28312111
694,3,11,2,4,200,347,1.34071387788034,-1.74838619714226,-6.820905209,-18.58683968
695,3,11,2,5,211,383,-0.774905499908245,-1.693501798124,-4.26044035,1.962658882
696,3,11,2,6,90,447,0.470105542708606,-0.281298199811743,2.533953428,-0.633311868
697,3,11,2,7,259,454,-0.766579028270337,-1.91516573874116,-2.644146919,-4.828970909
698,3,11,2,8,77,599,-1.33926402235171,-1.30285563692693,-18.16540527,-3.263758659
699,3,11,2,9,225,621,-1.37245847730288,-2.6835213889143,2.294765472,-9.894277573
700,3,11,2,10,97,690,-5.09431589548736,-4.88579779351352,-15.35450363,10.18075657
701,3,12,1,1,332,107,-3.91505326318725,-4.32275185878118,-5.022990704,-3.277692795
702,3,12,1,2,126,159,-5.27538207951948,0.680796062591644,-4.347467899,-0.16618672
703,3,12,1,3,223,167,-2.92820227731355,-1.80774043591107,-3.907596588,-1.64313817
704,3,12,1,4,285,358,0.0106910004457137,-1.90819892825454,-1.114337206,-1.612336993
705,3,12,1,5,92,380,-0.801041966748319,0.889053472285523,-1.356891632,1.326690078
706,3,12,1,6,333,509,0.717387277405156,-3.48659771791615,0.56982249,-1.779553294
707,3,12,1,7,347,685,3.30910308089584,-2.24214388939699,2.317046881,-1.291422248
708,3,12,1,8,88,734,2.27462627902168,3.63272147869193,2.317731857,2.073022127
709,3,12,1,9,322,902,5.06971303334391,-1.35697281597185,4.422376156,-0.24462913
710,3,12,1,10,176,918,4.46439850411911,1.34934707351511,4.316318512,1.365963221
711,3,12,2,1,307,198,0.588817168922537,-6.59740297037266,15.68453026,-9.18519783
712,3,12,2,2,159,249,2.73103135369127,-7.35022034626233,-8.363714218,-12.94172668
713,3,12,2,3,228,311,2.64798745013692,-6.48144138699122,9.277092934,-12.78284073
714,3,12,2,4,257,480,-3.23129434553319,-3.94919767536917,12.35319328,9.080940247
715,3,12,2,5,111,527,-10.2438586413875,-6.54301302746331,-9.510895729,-15.60556316
716,3,12,2,6,184,616,-10.4427053238563,-6.20100799918042,-1.303973436,-12.63123608
717,3,12,2,7,358,677,0.838143645631517,-2.00315994694362,6.347439766,7.8873353
718,3,12,2,8,155,685,-11.2611405859239,-6.31454620763317,-5.117684841,-11.43491364
719,3,12,2,9,110,706,-12.0815538148033,-7.59287782400592,14.01442051,12.50947189
720,3,12,2,10,156,745,-10.4139625579788,-5.17230350542619,-0.495606154,-7.864053726
721,4,1,1,1,216,222,-12.4785156654138,-4.53987741744534,-13.20381,-0.06223759
722,4,1,1,2,71,290,-12.1680652797458,2.51936544536988,-7.8125,5.832124
723,4,1,1,3,258,329,-10.6166103912468,-7.84150134657945,-10.37197,-3.002306
724,4,1,1,4,275,402,-6.84385575207712,-11.0933584463619,-8.038843,-6.224516
725,4,1,1,5,279,467,-2.08895336506681,-12.216040847958,-1.694118,-7.338089
726,4,1,1,6,273,552,5.50614844679725,-11.3816187391725,6.967773,-6.120315
727,4,1,1,7,239,627,10.2621582215476,-8.32448199151546,8.351584,-1.613406
728,4,1,1,8,110,701,13.2177163497458,1.91738344833273,9.710938,4.458694
729,4,1,1,9,168,705,13.6979931891602,-1.45335579478265,8.472656,1.601638
730,4,1,1,10,162,802,14.2650962455913,-1.40199410971356,18.21796,2.727539
731,4,1,2,1,167,73,-15.917471115574,-1.60949583242353,-19.70633,-0.4249398
732,4,1,2,2,73,183,-13.936983258705,0.621082071778952,-10.77307,2.540039
733,4,1,2,3,211,288,-14.2570272593745,-5.54702140504387,-16.45601,-2.106602
734,4,1,2,4,247,410,-7.00408381862251,-5.79935888778277,-8.35705,-5.405286
735,4,1,2,5,76,434,-2.55265949919986,3.42515263302933,-3.211914,5.772461
736,4,1,2,6,269,469,0.0505334079064353,-12.670372011979,-1.47068,-11.90451
737,4,1,2,7,254,562,9.74923386287011,-11.7129304118486,12.2969,-6.541225
738,4,1,2,8,73,593,2.86414729985896,4.05849875913091,4.570312,6.598808
739,4,1,2,9,221,664,14.3678054054464,-5.32739897354818,12.37695,-0.4910519
740,4,1,2,10,115,762,13.5896187511392,0.0131455900629849,7.254558,3.357439
741,4,2,1,1,144,229,-6.49625532706132,4.69554415292158,-13.86874,5.302641
742,4,2,1,2,225,381,-9.76277150709159,1.85581837875534,-14.25259,5.318033
743,4,2,1,3,273,394,-8.87238220660841,-5.03336049415866,-10.60703,0.7802851
744,4,2,1,4,305,438,-4.98951997805655,-4.23851001845988,-7.771566,-2.067488
745,4,2,1,5,324,466,-3.77322876343972,-3.96967207363575,-6.659098,-6.054886
746,4,2,1,6,329,521,0.916254239093837,-4.87095531011632,1.245018,-6.7171
747,4,2,1,7,325,580,3.00483938472526,-3.83796181424916,8.855865,-4.586251
748,4,2,1,8,301,639,5.50180703626144,-2.5786975985459,9.253906,0.9869525
749,4,2,1,9,136,698,5.43781138097927,5.75771915514153,9.659232,12.09616
750,4,2,1,10,254,718,9.37202986258586,-0.955971235373992,16.39141,4.768461
751,4,2,2,1,320,75,-2.89725772857557,-0.992519334024463,-11.14844,1.236819
752,4,2,2,2,396,209,-0.851943070621793,-2.99483796160758,-9.006069,-4.82236
753,4,2,2,3,72,262,-1.24823659965846,3.63128662411791,-2.005911,7.794922
754,4,2,2,4,399,338,-0.0381148507406983,-3.15452442320248,-0.7773204,-5.808407
755,4,2,2,5,261,363,-6.14048844053277,2.38892890087589,-16.6715,2.351516
756,4,2,2,6,292,450,0.0206675065382157,0.105967185023109,7.521577,1.144583
757,4,2,2,7,380,475,3.71463614829081,-4.24810462159527,7.369141,-3.633795
758,4,2,2,8,296,509,2.04157435701435,-0.466827867599536,17.82143,-0.1750034
759,4,2,2,9,162,689,7.86179273515593,1.11415169781978,10.84315,5.664852
760,4,2,2,10,263,883,8.18386214732393,-1.05613048818582,-3.365339,1.582031
761,4,3,1,1,118,136,-10.7813939588183,-0.356674844138439,-9.875,-5.0625
762,4,3,1,2,159,321,-11.0723277853135,-2.74909988191861,-5.274899,-3.731789
763,4,3,1,3,227,333,-10.3085324968765,-2.37737060925858,-11.90583,-5.072079
764,4,3,1,4,274,362,-11.0593507888705,-5.07516738400036,-10.16013,-7.857723
765,4,3,1,5,294,510,-6.66417780684373,-4.77050029564217,-0.9158833,-9.304293
766,4,3,1,6,280,615,-4.01677233182752,-3.8721533282328,6.01337,-5.83896
767,4,3,1,7,161,616,-6.61792133434798,-0.17104308720406,-3.045461,-0.3697743
768,4,3,1,8,267,706,-7.15779749246325,-7.76644566526937,9.96096,-3.134475
769,4,3,1,9,229,814,-7.70669255756413,-3.28877303650397,6.270414,1.135204
770,4,3,1,10,202,822,-10.925348459388,-2.75780029348927,-4.799015,1.593723
771,4,3,2,1,183,201,-1.97577764992571,-0.792609845887669,-2.850139,1.336911
772,4,3,2,2,281,265,-3.97285047920361,-4.33119265154758,-9.570716,-2.111924
773,4,3,2,3,307,378,-2.35742622955484,-5.94295734618331,-8.223029,-6.744234
774,4,3,2,4,188,436,3.66657109716965,-0.506963717097054,11.64123,-1.724069
775,4,3,2,5,316,473,-0.248377825026014,-5.08970165782049,-1.040543,-8.982817
776,4,3,2,6,85,521,5.3461320891963,0.942974143596539,12.02737,1.097171
777,4,3,2,7,310,591,2.08309392092895,-5.89717976849937,9.230074,-8.457219
778,4,3,2,8,190,639,6.77696482783864,1.1025897903163,18.29688,-0.2225923
779,4,3,2,9,262,806,6.02636127926849,0.209097388782662,11.32013,-2.106063
780,4,3,2,10,228,887,-4.25864701571562,-2.21166577835046,-10.85935,-1.941403
781,4,4,1,1,234,164,13.2208816256808,0.745871182680731,16.27739,-0.2150475
782,4,4,1,2,346,233,-6.01420654295387,-7.51483067361964,-11.00412,-5.900391
783,4,4,1,3,215,293,-3.15888013053745,0.281598178374416,-9.086496,0.03317656
784,4,4,1,4,158,380,6.74572710220755,-0.76478108284182,6.548828,-1.805446
785,4,4,1,5,274,380,4.18879182568803,3.10863439535466,7.238002,2.052688
786,4,4,1,6,363,456,-0.178737230169304,-9.18622058660543,-1.187991,-7.484375
787,4,4,1,7,340,602,2.47548071275245,-8.08965530244908,5.182419,-5.263672
788,4,4,1,8,158,610,0.869037114609445,-0.702215974866724,1.693851,0.8185048
789,4,4,1,9,119,715,4.11183966697975,-0.150387231474747,5.134963,2.185942
790,4,4,1,10,289,818,6.2304716875845,-5.00447045271423,8.959193,-1.868144
791,4,4,2,1,231,138,-6.28005731198274,-1.10413196594798,-8.473238,-1.363743
792,4,4,2,2,285,263,-2.07351030010694,-2.01255765932506,-7.167958,-2.678176
793,4,4,2,3,341,360,-1.26556658382747,-4.5324644442696,-6.959077,-6.237294
794,4,4,2,4,70,463,2.66596724980613,0.684428559130741,-2.677636,-0.160278
795,4,4,2,5,367,498,0.0919933421987345,-6.2767436809214,-1.58862,-7.566708
796,4,4,2,6,373,661,3.44389657928177,-6.12611152805504,4.497966,-7.374129
797,4,4,2,7,211,740,6.88212947678509,-2.20235299615132,10.88321,-1.524074
798,4,4,2,8,278,748,6.30364667079648,-3.50009753589944,13.24179,-4.511812
799,4,4,2,9,109,754,5.96033844820611,1.09626700734485,5.318359,1.63916
800,4,4,2,10,232,851,7.54515337749554,-1.70909862030968,10.32873,-2.022039
801,4,5,1,1,249,361,-5.93951486241542,-0.498734496800303,-7.490842,-0.2404897
802,4,5,1,2,243,414,11.2888282823721,-0.136832289108918,12.13497,0.3551025
803,4,5,1,3,282,492,6.68281642359162,2.74529333080228,2.869141,1.498265
804,4,5,1,4,348,511,2.84780564686239,7.56820569670652,1.890404,5.138672
805,4,5,1,5,168,544,4.58310733957505,0.585946306384997,0.1864872,-4.35133
806,4,5,1,6,158,638,-0.208739146496424,-2.84274500892143,-4.77273,-5.060734
807,4,5,1,7,371,648,-0.207939851921597,7.58480654830646,-5.986422,6.722552
808,4,5,1,8,157,710,-3.6030211124422,0.397686643012853,-8.599422,-5.152355
809,4,5,1,9,351,783,-2.14434888494659,3.7747526163281,-13.79336,5.53311
810,4,5,1,10,281,784,-3.37584471991059,0.781361425942033,-13.87851,1.474583
811,4,5,2,1,320,135,-7.72204769088112,-4.44062809006363,-9.933595,-3.383737
812,4,5,2,2,362,275,-4.49575196018156,-6.23766284130891,-8.714844,-6.419922
813,4,5,2,3,208,443,0.719125744334943,4.67821722537211,-12.2617,-1.000403
814,4,5,2,4,272,447,-1.28882951264009,4.67242485920904,-13.17513,-0.05458074
815,4,5,2,5,376,448,-2.39450518599005,-7.86903381118301,-1.630173,-7.722656
816,4,5,2,6,358,580,3.07866299482621,-5.72934399661651,3.814453,-6.076475
817,4,5,2,7,250,610,10.9414895492714,4.46146878705979,10.16623,-0.7765983
818,4,5,2,8,250,668,10.6947575188654,3.77640986497816,12.57027,-1.131836
819,4,5,2,9,332,695,3.65791325208376,-6.44864653852466,6.036039,-3.955171
820,4,5,2,10,296,808,7.85918280896292,-5.12143370721136,6.615514,-2.406692
821,4,6,1,1,290,223,-10.1480903497394,-1.04301003113238,-10.33829,-3.076277
822,4,6,1,2,305,330,-12.6868268399903,0.139761145178063,-4.597851,-4.623195
823,4,6,1,3,315,369,-11.3772502301183,-1.82699555273661,8.965006,14.78059
824,4,6,1,4,269,372,-12.8494738939127,2.04119057305635,-3.293276,-3.295415
825,4,6,1,5,123,378,-13.3912754505331,5.62711994494875,-2.264648,1.914522
826,4,6,1,6,224,390,-11.4580833885603,4.53441670616415,2.355515,-0.6413589
827,4,6,1,7,199,417,-11.6642201776222,4.32826706481714,5.878305,0.7352034
828,4,6,1,8,265,432,-10.8384126267879,3.87645155000814,8.565988,-1.453177
829,4,6,1,9,337,589,-11.345618263879,-6.51143458440067,8.808385,-7.046003
830,4,6,1,10,149,654,-13.0953723379853,2.80267655202518,2.351458,2.452148
831,4,6,2,1,221,270,11.7630029738762,4.28520756532839,11.24784,4.884871
832,4,6,2,2,209,404,1.37897850034914,2.98474167794972,-1.168951,10.64395
833,4,6,2,3,351,404,-1.31690016054802,-2.45559437619347,-7.691115,-14.54885
834,4,6,2,4,221,452,-0.409077458716762,1.22966820168252,2.463821,8.199219
835,4,6,2,5,277,478,-0.660088056399286,-0.595280710639182,1.077718,-2.178454
836,4,6,2,6,136,492,-0.598483245876864,4.62694438688641,12.22615,10.16016
837,4,6,2,7,339,502,0.103758769530227,-2.20107845864178,3.641165,-11.14021
838,4,6,2,8,241,518,-0.501073250014577,4.94861936063071,7.0688,1.908805
839,4,6,2,9,189,552,-0.456217261304698,2.86937720722257,10.96091,-1.28465
840,4,6,2,10,236,580,-3.27818514710536,4.08020932623546,0.5300293,4.59561
841,4,7,1,1,359,222,7.91996211963177,7.98808719207485,10.16037,-4.500958
842,4,7,1,2,319,267,6.92930654401197,7.81368274231396,18.11091,8.031447
843,4,7,1,3,419,291,-4.21813668661733,-7.57348501795999,-6.459182,-5.341994
844,4,7,1,4,263,324,7.59363626224329,8.36117402891119,10.45882,3.048875
845,4,7,1,5,299,338,5.92172098628698,8.67276948200617,4.193878,-8.36178
846,4,7,1,6,311,724,-8.09788275931052,6.80200490220867,-4.656919,-12.84268
847,4,7,1,7,265,739,-6.10005618002055,4.2014594374816,-10.89276,2.659034
848,4,7,1,8,394,765,4.01591334431443,-6.67638667968652,7.843843,-3.760742
849,4,7,1,9,84,793,6.1777275146225,1.48011885150759,2.66104,2.289109
850,4,7,1,10,318,819,-9.2709735132912,5.78384480739674,-18.82775,6.181641
851,4,7,2,1,138,88,-9.3090072957649,1.17387577356013,-15.17734,0.692589
852,4,7,2,2,170,239,-2.80049896543905,-0.293619320326621,-3.892133,-0.7327747
853,4,7,2,3,219,306,1.78075257010742,-3.68892996779155,-10.44201,-2.59879
854,4,7,2,4,188,348,6.58862153834293,-2.22992936969938,-2.183739,-0.5855961
855,4,7,2,5,241,390,3.58357906687027,-5.66550065948945,-9.403902,-6.086042
856,4,7,2,6,190,394,8.07218400624256,-1.96665103506411,3.514602,-0.5722671
857,4,7,2,7,253,486,5.72986623932781,-7.18912386368781,1.663356,-9.399042
858,4,7,2,8,192,503,10.5270681127841,-2.42289621083141,18.21827,-0.3952714
859,4,7,2,9,164,642,9.47798480852622,2.33986276180002,9.905343,1.529067
860,4,7,2,10,189,690,12.209456396643,0.298074576402236,18.43317,0.3382255
861,4,8,1,1,261,103,-7.89222875609788,-1.36973946052802,-7.048038,0.3670785
862,4,8,1,2,304,260,-6.97922757348764,-5.42728075735794,-15.74061,-1.585202
863,4,8,1,3,399,338,-3.05508329105994,-6.95666304733502,-8.396879,-6.775391
864,4,8,1,4,434,499,0.844464193661727,-8.67734728239388,1.097435,-10.62891
865,4,8,1,5,198,666,1.94658345141975,-1.44377724882224,3.463873,1.654323
866,4,8,1,6,387,680,2.87493458049569,-5.87267563200349,10.50158,-5.583984
867,4,8,1,7,241,687,2.44809106632367,-1.81398982196819,3.392578,0.7380371
868,4,8,1,8,337,738,3.91017238649796,-5.17941683448087,9.290644,-1.966797
869,4,8,1,9,330,848,5.42585941868756,-4.39524867890916,12.44141,-1.582738
870,4,8,1,10,230,870,3.00320194736697,-1.07021853686903,3.591494,0.5623037
871,4,8,2,1,198,177,-4.22333072641379,-1.5694577431054,-8.554687,2.231009
872,4,8,2,2,405,249,-2.88140645849146,-5.94500562046454,-12.46273,-5.9375
873,4,8,2,3,414,371,-1.42919785046045,-4.32542669049025,-6.699126,-6.792969
874,4,8,2,4,409,551,3.20381569818317,-8.44857597153438,2.899902,-6.273229
875,4,8,2,5,311,653,-6.37981474677841,-4.14560527721924,-14.07378,-2.355469
876,4,8,2,6,273,654,5.96968445018087,-5.19448889889119,7.900076,-0.3640104
877,4,8,2,7,393,728,3.11240730001101,-4.53832438238215,10.51779,-4.785168
878,4,8,2,8,302,754,-4.19083110451218,-4.31965965697085,-3.938412,-2.731986
879,4,8,2,9,278,807,8.81243159683069,-5.05583057557892,18.72345,-0.95486
880,4,8,2,10,330,853,5.37613356634234,-3.91777202541194,8.950069,-1.232473
881,4,9,1,1,185,236,-5.24350053517599,-1.30067789770956,-18.04683,4.579787
882,4,9,1,2,162,381,-9.19661152475165,0.293352966284383,-19.03162,4.207031
883,4,9,1,3,244,401,-5.95732221048901,-6.35265202423231,-16.00821,1.757542
884,4,9,1,4,310,496,-0.404605974493873,-9.12701940639881,-10.78537,-8.160168
885,4,9,1,5,208,525,0.84665149101065,-3.87467373694888,-9.339843,6.28311
886,4,9,1,6,141,651,-4.31419253094059,0.166588813879871,-12.47519,4.849504
887,4,9,1,7,309,652,3.82233648370428,-6.8588775892718,8.978306,-7.439465
888,4,9,1,8,211,657,4.84637119844536,-3.18622439922504,-3.474703,6.821301
889,4,9,1,9,135,692,0.62293808285746,2.33842415422223,-6.113386,5.658296
890,4,9,1,10,226,807,7.0629474592636,-2.78949720418564,10.64042,4.347563
891,4,9,2,1,344,385,-5.35107751565934,-6.93316923862934,-16.22261,-2.466797
892,4,9,2,2,423,542,2.22221153045572,-9.64005671788984,-8.910156,-8.066105
893,4,9,2,3,374,611,4.58459858836193,-9.28398184761777,8.629619,-9.38968
894,4,9,2,4,222,689,11.2769464965633,-5.46232947852581,15.01367,4.24727
895,4,9,2,5,342,692,7.34802749464123,-8.63874164296623,11.88611,-10.44157
896,4,9,2,6,224,736,9.38474348921046,-2.80011827639823,2.478963,4.535156
897,4,9,2,7,330,756,8.09141222784313,-6.46139226958013,16.92902,-6.829226
898,4,9,2,8,449,795,6.44308744935156,-7.66391441033601,6.6378,-9.064453
899,4,9,2,9,233,866,10.3419113366741,-1.91043810720884,10.80841,4.577148
900,4,9,2,10,356,889,9.95075077958692,-4.9170326621428,12.30385,-3.130801
901,4,10,1,1,302,171,-6.86697934284534,-4.79060390198697,-8.810547,-3.945801
902,4,10,1,2,345,317,-4.42438749454623,-5.88590858274226,-7.724889,-7.089948
903,4,10,1,3,368,466,-1.26015608401408,-9.79181902766741,-1.638646,-9.292969
904,4,10,1,4,235,502,-7.75221080753206,-0.418303528608317,-16.76478,2.090677
905,4,10,1,5,265,503,-9.2628219344387,-0.697849570456092,-12.72324,-3.200632
906,4,10,1,6,182,504,-10.0446562333296,-0.499577349606177,-9.197683,-3.10624
907,4,10,1,7,208,513,-8.42213725980783,-0.392274708388296,-10.42885,-2.372288
908,4,10,1,8,356,600,3.57792584721559,-8.52015154563135,4.70116,-7.821196
909,4,10,1,9,333,758,7.31616430420331,-5.65212111325501,9.894531,-5.524518
910,4,10,1,10,293,878,7.64972443176557,-3.4539015214664,9.476585,-2.710013
911,4,10,2,1,219,286,-9.06334863168141,-4.03232063632448,-13.24907,-4.986434
912,4,10,2,2,277,290,-6.54975015073082,-4.75868317577894,-12.55799,-7.00586
913,4,10,2,3,143,343,-7.25961459797628,-1.89564395680448,-5.302839,0.08666992
914,4,10,2,4,362,366,-3.94653413735681,-8.377725406664,-8.912504,-10.94922
915,4,10,2,5,373,488,0.675139778298335,-9.86378606627457,-2.795997,-12.42578
916,4,10,2,6,292,649,7.33961961899603,-5.67204575200576,10.2793,-12.46812
917,4,10,2,7,236,662,8.61960609066547,-4.02175298735817,12.58984,-9.022298
918,4,10,2,8,359,739,7.46019055758027,-6.35416454369445,9.406042,-10.22735
919,4,10,2,9,343,831,8.39360146883832,-5.3976202601245,11.1007,-7.837063
920,4,10,2,10,292,887,8.65356457908893,-3.57688791171117,7.401367,-3.591408
921,4,11,1,1,266,94,-4.86692347490601,-7.30267645880299,-12.70529,5.481352
922,4,11,1,2,302,206,-1.4379282298623,-8.412479104015,-11.77344,1.817112
923,4,11,1,3,168,251,-0.619990684400051,0.498848271221311,-1.213978,9.417971
924,4,11,1,4,196,344,1.41981775483065,-1.11137178238878,-4.243932,9.273438
925,4,11,1,5,350,354,1.05271841880138,-10.154043646592,-6.477353,-7.095901
926,4,11,1,6,100,453,2.47117969283905,1.48915253332127,6.627639,8.057194
927,4,11,1,7,223,487,-0.884044652421339,-0.527609379605949,-3.614258,7.768555
928,4,11,1,8,326,548,7.55924806962136,-7.64908197740179,12.78127,-3.240237
929,4,11,1,9,304,678,9.10873918125658,-4.01100847059462,19.96875,-0.07906772
